  idx        ==1700A==         |        ==1800A==         |        ==1900A==         |        ==2000A==         |        ==2100A==         |        ==2200A==         |        ==2300A==         |        ==2400A==         |        ==2500A==         |        ==2600A==         |        ==2700A==         |  
          Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |  
-----  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  
  554     1.7025     9.57e-11  |     1.4807     1.73e-10  |     1.2588     3.26e-10  |     1.0370     5.57e-10  |     0.8707     9.05e-10  |     0.7209     1.41e-09  |     0.5878     2.02e-09  |     0.4603     2.80e-09  |     0.3327     3.78e-09  |     0.2329     4.94e-09  |     0.1275     7.26e-09  |  
  555     1.7056     9.19e-11  |     1.4833     1.78e-10  |     1.2611     3.26e-10  |     1.0389     5.76e-10  |     0.8722     8.55e-10  |     0.7222     1.36e-09  |     0.5889     2.03e-09  |     0.4611     2.88e-09  |     0.3333     3.85e-09  |     0.2333     4.96e-09  |     0.1278     7.02e-09  |  
  556     1.7086     9.36e-11  |     1.4860     1.76e-10  |     1.2634     3.24e-10  |     1.0408     5.58e-10  |     0.8738     8.80e-10  |     0.7235     1.47e-09  |     0.5899     2.06e-09  |     0.4619     2.92e-09  |     0.3339     3.88e-09  |     0.2338     5.24e-09  |     0.1280     6.63e-09  |  
  557     1.7117     9.16e-11  |     1.4887     1.72e-10  |     1.2657     3.11e-10  |     1.0426     5.71e-10  |     0.8754     8.62e-10  |     0.7248     1.38e-09  |     0.5910     2.04e-09  |     0.4628     2.60e-09  |     0.3345     4.00e-09  |     0.2342     5.17e-09  |     0.1282     6.76e-09  |  
  558     1.7148     9.27e-11  |     1.4913     1.83e-10  |     1.2679     3.15e-10  |     1.0445     5.68e-10  |     0.8769     8.51e-10  |     0.7261     1.40e-09  |     0.5921     1.96e-09  |     0.4636     2.74e-09  |     0.3351     3.47e-09  |     0.2346     5.21e-09  |     0.1285     6.87e-09  |  
  559     1.7179     8.97e-11  |     1.4940     1.79e-10  |     1.2702     3.13e-10  |     1.0464     5.39e-10  |     0.8785     8.67e-10  |     0.7274     1.34e-09  |     0.5931     1.98e-09  |     0.4644     2.92e-09  |     0.3357     4.13e-09  |     0.2350     5.44e-09  |     0.1287     7.13e-09  |  
  560     1.7209     8.71e-11  |     1.4967     1.68e-10  |     1.2725     3.15e-10  |     1.0482     5.61e-10  |     0.8801     8.70e-10  |     0.7287     1.36e-09  |     0.5942     1.99e-09  |     0.4653     2.71e-09  |     0.3363     4.08e-09  |     0.2354     5.11e-09  |     0.1289     7.25e-09  |  
  561     1.7240     9.04e-11  |     1.4994     1.78e-10  |     1.2747     3.28e-10  |     1.0501     5.66e-10  |     0.8817     8.57e-10  |     0.7300     1.37e-09  |     0.5953     1.95e-09  |     0.4661     2.86e-09  |     0.3369     3.96e-09  |     0.2359     5.17e-09  |     0.1292     6.67e-09  |  
  562     1.7271     8.83e-11  |     1.5020     1.75e-10  |     1.2770     3.19e-10  |     1.0520     5.87e-10  |     0.8832     9.11e-10  |     0.7313     1.47e-09  |     0.5963     1.92e-09  |     0.4669     2.61e-09  |     0.3375     4.01e-09  |     0.2363     5.29e-09  |     0.1294     6.93e-09  |  
  563     1.7301     8.49e-11  |     1.5047     1.72e-10  |     1.2793     3.25e-10  |     1.0539     5.32e-10  |     0.8848     9.12e-10  |     0.7326     1.32e-09  |     0.5974     1.93e-09  |     0.4678     2.77e-09  |     0.3381     3.81e-09  |     0.2367     4.88e-09  |     0.1296     6.53e-09  |  
  564     1.7332     9.20e-11  |     1.5074     1.70e-10  |     1.2816     3.26e-10  |     1.0557     5.82e-10  |     0.8864     8.73e-10  |     0.7339     1.31e-09  |     0.5984     1.93e-09  |     0.4686     2.83e-09  |     0.3387     4.03e-09  |     0.2371     4.94e-09  |     0.1298     6.58e-09  |  
  565     1.7363     8.51e-11  |     1.5101     1.78e-10  |     1.2838     3.18e-10  |     1.0576     5.61e-10  |     0.8879     9.00e-10  |     0.7352     1.40e-09  |     0.5995     1.94e-09  |     0.4694     2.84e-09  |     0.3393     3.78e-09  |     0.2375     5.17e-09  |     0.1301     6.79e-09  |  
  566     1.7394     8.86e-11  |     1.5127     1.60e-10  |     1.2861     2.93e-10  |     1.0595     5.52e-10  |     0.8895     8.86e-10  |     0.7365     1.28e-09  |     0.6006     1.90e-09  |     0.4703     2.79e-09  |     0.3399     4.03e-09  |     0.2380     5.18e-09  |     0.1303     7.07e-09  |  
  567     1.7424     9.28e-11  |     1.5154     1.81e-10  |     1.2884     3.23e-10  |     1.0614     5.48e-10  |     0.8911     8.46e-10  |     0.7378     1.39e-09  |     0.6016     2.05e-09  |     0.4711     2.81e-09  |     0.3405     3.96e-09  |     0.2384     5.18e-09  |     0.1305     6.98e-09  |  
  568     1.7455     9.05e-11  |     1.5181     1.73e-10  |     1.2907     3.03e-10  |     1.0632     5.37e-10  |     0.8927     8.33e-10  |     0.7391     1.33e-09  |     0.6027     1.93e-09  |     0.4719     2.71e-09  |     0.3411     3.82e-09  |     0.2388     4.84e-09  |     0.1308     6.82e-09  |  
  569     1.7486     8.53e-11  |     1.5208     1.66e-10  |     1.2929     3.21e-10  |     1.0651     5.27e-10  |     0.8942     9.17e-10  |     0.7404     1.40e-09  |     0.6037     1.89e-09  |     0.4727     2.70e-09  |     0.3417     3.74e-09  |     0.2392     5.05e-09  |     0.1310     6.85e-09  |  
  570     1.7516     9.04e-11  |     1.5234     1.74e-10  |     1.2952     3.01e-10  |     1.0670     5.73e-10  |     0.8958     8.73e-10  |     0.7417     1.35e-09  |     0.6048     1.94e-09  |     0.4736     2.78e-09  |     0.3423     4.03e-09  |     0.2396     4.88e-09  |     0.1312     6.73e-09  |  
  571     1.7547     8.97e-11  |     1.5261     1.68e-10  |     1.2975     3.23e-10  |     1.0688     5.38e-10  |     0.8974     9.13e-10  |     0.7430     1.32e-09  |     0.6059     1.98e-09  |     0.4744     2.70e-09  |     0.3429     4.00e-09  |     0.2401     4.94e-09  |     0.1315     6.64e-09  |  
  572     1.7578     8.71e-11  |     1.5288     1.66e-10  |     1.2997     3.04e-10  |     1.0707     5.50e-10  |     0.8989     8.17e-10  |     0.7443     1.40e-09  |     0.6069     1.93e-09  |     0.4752     2.62e-09  |     0.3435     3.88e-09  |     0.2405     4.86e-09  |     0.1317     6.89e-09  |  
  573     1.7609     8.61e-11  |     1.5314     1.67e-10  |     1.3020     3.07e-10  |     1.0726     5.55e-10  |     0.9005     8.67e-10  |     0.7457     1.33e-09  |     0.6080     1.93e-09  |     0.4761     2.63e-09  |     0.3441     3.91e-09  |     0.2409     5.03e-09  |     0.1319     6.86e-09  |  
  574     1.7639     8.34e-11  |     1.5341     1.69e-10  |     1.3043     3.10e-10  |     1.0744     5.39e-10  |     0.9021     8.78e-10  |     0.7470     1.35e-09  |     0.6090     1.84e-09  |     0.4769     2.67e-09  |     0.3447     3.80e-09  |     0.2413     4.87e-09  |     0.1321     6.41e-09  |  
  575     1.7670     8.53e-11  |     1.5368     1.67e-10  |     1.3066     3.03e-10  |     1.0763     5.13e-10  |     0.9036     8.52e-10  |     0.7482     1.35e-09  |     0.6101     1.95e-09  |     0.4777     2.62e-09  |     0.3453     3.91e-09  |     0.2417     4.77e-09  |     0.1324     6.67e-09  |  
  576     1.7701     8.96e-11  |     1.5395     1.71e-10  |     1.3088     3.12e-10  |     1.0782     5.60e-10  |     0.9052     8.66e-10  |     0.7496     1.31e-09  |     0.6112     1.89e-09  |     0.4786     2.67e-09  |     0.3459     3.77e-09  |     0.2422     4.72e-09  |     0.1326     6.71e-09  |  
  577     1.7732     8.62e-11  |     1.5421     1.65e-10  |     1.3111     3.04e-10  |     1.0801     5.21e-10  |     0.9068     8.62e-10  |     0.7509     1.30e-09  |     0.6122     1.76e-09  |     0.4794     2.74e-09  |     0.3466     3.87e-09  |     0.2426     4.97e-09  |     0.1328     6.79e-09  |  
  578     1.7762     8.49e-11  |     1.5448     1.69e-10  |     1.3134     3.20e-10  |     1.0819     5.41e-10  |     0.9084     8.46e-10  |     0.7521     1.28e-09  |     0.6133     1.94e-09  |     0.4802     2.67e-09  |     0.3472     3.74e-09  |     0.2430     4.63e-09  |     0.1331     6.40e-09  |  
  579     1.7793     8.76e-11  |     1.5475     1.73e-10  |     1.3156     3.15e-10  |     1.0838     5.28e-10  |     0.9099     8.92e-10  |     0.7534     1.26e-09  |     0.6143     1.82e-09  |     0.4810     2.62e-09  |     0.3478     3.76e-09  |     0.2434     4.81e-09  |     0.1333     6.62e-09  |  
  580     1.7824     8.96e-11  |     1.5501     1.65e-10  |     1.3179     3.08e-10  |     1.0857     5.23e-10  |     0.9115     8.25e-10  |     0.7548     1.28e-09  |     0.6154     1.85e-09  |     0.4819     2.68e-09  |     0.3483     3.84e-09  |     0.2438     5.01e-09  |     0.1335     6.76e-09  |  
  581     1.7855     8.48e-11  |     1.5528     1.56e-10  |     1.3202     3.14e-10  |     1.0876     5.13e-10  |     0.9131     8.62e-10  |     0.7561     1.21e-09  |     0.6165     1.77e-09  |     0.4827     2.77e-09  |     0.3489     3.78e-09  |     0.2443     4.59e-09  |     0.1338     6.64e-09  |  
  582     1.7885     8.03e-11  |     1.5555     1.61e-10  |     1.3225     2.95e-10  |     1.0894     5.17e-10  |     0.9146     8.54e-10  |     0.7574     1.36e-09  |     0.6175     1.89e-09  |     0.4835     2.54e-09  |     0.3496     3.83e-09  |     0.2447     4.86e-09  |     0.1340     6.62e-09  |  
  583     1.7916     8.26e-11  |     1.5582     1.75e-10  |     1.3247     3.23e-10  |     1.0913     4.91e-10  |     0.9162     8.87e-10  |     0.7587     1.30e-09  |     0.6186     1.86e-09  |     0.4844     2.57e-09  |     0.3502     3.75e-09  |     0.2451     4.68e-09  |     0.1342     6.59e-09  |  
  584     1.7947     8.57e-11  |     1.5608     1.67e-10  |     1.3270     3.03e-10  |     1.0932     5.26e-10  |     0.9178     8.27e-10  |     0.7600     1.26e-09  |     0.6197     2.03e-09  |     0.4852     2.57e-09  |     0.3508     3.68e-09  |     0.2455     4.94e-09  |     0.1344     6.49e-09  |  
  585     1.7977     8.86e-11  |     1.5635     1.62e-10  |     1.3293     2.86e-10  |     1.0951     5.08e-10  |     0.9194     8.33e-10  |     0.7613     1.37e-09  |     0.6207     1.93e-09  |     0.4860     2.60e-09  |     0.3513     3.73e-09  |     0.2460     4.68e-09  |     0.1347     6.44e-09  |  
  586     1.8008     8.41e-11  |     1.5662     1.53e-10  |     1.3316     3.16e-10  |     1.0969     5.19e-10  |     0.9209     8.64e-10  |     0.7626     1.34e-09  |     0.6218     1.80e-09  |     0.4869     2.72e-09  |     0.3519     3.60e-09  |     0.2464     4.69e-09  |     0.1349     6.23e-09  |  
  587     1.8039     8.15e-11  |     1.5689     1.55e-10  |     1.3338     3.05e-10  |     1.0988     5.36e-10  |     0.9225     8.11e-10  |     0.7639     1.29e-09  |     0.6228     1.86e-09  |     0.4877     2.52e-09  |     0.3525     3.74e-09  |     0.2468     4.81e-09  |     0.1351     6.49e-09  |  
  588     1.8070     8.64e-11  |     1.5715     1.69e-10  |     1.3361     3.11e-10  |     1.1007     5.57e-10  |     0.9241     8.51e-10  |     0.7652     1.34e-09  |     0.6239     1.96e-09  |     0.4885     2.53e-09  |     0.3532     3.84e-09  |     0.2472     4.56e-09  |     0.1354     6.42e-09  |  
  589     1.8100     8.53e-11  |     1.5742     1.64e-10  |     1.3384     2.90e-10  |     1.1025     5.15e-10  |     0.9257     8.62e-10  |     0.7665     1.33e-09  |     0.6250     1.84e-09  |     0.4894     2.73e-09  |     0.3538     3.71e-09  |     0.2476     4.69e-09  |     0.1356     6.62e-09  |  
  590     1.8131     8.81e-11  |     1.5769     1.65e-10  |     1.3406     2.97e-10  |     1.1044     5.40e-10  |     0.9272     8.14e-10  |     0.7678     1.26e-09  |     0.6260     1.88e-09  |     0.4902     2.64e-09  |     0.3543     3.64e-09  |     0.2480     4.72e-09  |     0.1358     6.33e-09  |  
  591     1.8162     8.44e-11  |     1.5796     1.62e-10  |     1.3429     3.03e-10  |     1.1063     4.86e-10  |     0.9288     8.58e-10  |     0.7691     1.22e-09  |     0.6271     1.87e-09  |     0.4910     2.74e-09  |     0.3549     3.38e-09  |     0.2485     4.78e-09  |     0.1361     6.38e-09  |  
  592     1.8193     8.54e-11  |     1.5822     1.68e-10  |     1.3452     3.02e-10  |     1.1081     5.21e-10  |     0.9304     8.03e-10  |     0.7704     1.31e-09  |     0.6281     1.91e-09  |     0.4919     2.65e-09  |     0.3556     3.55e-09  |     0.2489     4.81e-09  |     0.1363     6.30e-09  |  
  593     1.8223     7.98e-11  |     1.5849     1.60e-10  |     1.3475     3.00e-10  |     1.1100     5.15e-10  |     0.9319     8.76e-10  |     0.7717     1.29e-09  |     0.6292     1.76e-09  |     0.4927     2.57e-09  |     0.3562     3.76e-09  |     0.2493     4.64e-09  |     0.1365     6.80e-09  |  
  594     1.8254     8.27e-11  |     1.5876     1.53e-10  |     1.3497     3.05e-10  |     1.1119     4.99e-10  |     0.9335     7.87e-10  |     0.7730     1.27e-09  |     0.6303     1.87e-09  |     0.4935     2.56e-09  |     0.3568     3.73e-09  |     0.2497     4.77e-09  |     0.1368     6.60e-09  |  
  595     1.8285     8.88e-11  |     1.5902     1.59e-10  |     1.3520     3.03e-10  |     1.1138     5.19e-10  |     0.9351     8.16e-10  |     0.7743     1.28e-09  |     0.6313     1.84e-09  |     0.4943     2.55e-09  |     0.3574     3.66e-09  |     0.2501     4.72e-09  |     0.1370     6.43e-09  |  
  596     1.8316     7.97e-11  |     1.5929     1.54e-10  |     1.3543     2.84e-10  |     1.1156     5.33e-10  |     0.9367     8.37e-10  |     0.7756     1.22e-09  |     0.6324     1.86e-09  |     0.4952     2.59e-09  |     0.3580     3.78e-09  |     0.2506     4.53e-09  |     0.1372     6.46e-09  |  
  597     1.8346     8.04e-11  |     1.5956     1.61e-10  |     1.3565     2.99e-10  |     1.1175     5.08e-10  |     0.9382     8.33e-10  |     0.7769     1.26e-09  |     0.6334     1.83e-09  |     0.4960     2.67e-09  |     0.3586     3.69e-09  |     0.2510     4.68e-09  |     0.1374     6.72e-09  |  
  598     1.8377     8.71e-11  |     1.5983     1.65e-10  |     1.3588     2.85e-10  |     1.1194     5.19e-10  |     0.9398     8.39e-10  |     0.7782     1.23e-09  |     0.6345     1.83e-09  |     0.4968     2.54e-09  |     0.3592     3.83e-09  |     0.2514     4.56e-09  |     0.1377     5.69e-09  |  
  599     1.8408     7.77e-11  |     1.6009     1.62e-10  |     1.3611     2.91e-10  |     1.1213     4.98e-10  |     0.9414     8.28e-10  |     0.7795     1.28e-09  |     0.6356     1.80e-09  |     0.4977     2.53e-09  |     0.3598     3.69e-09  |     0.2518     4.55e-09  |     0.1379     6.06e-09  |  
  600     1.8438     7.89e-11  |     1.6036     1.62e-10  |     1.3634     2.94e-10  |     1.1231     5.15e-10  |     0.9429     8.31e-10  |     0.7808     1.18e-09  |     0.6366     1.79e-09  |     0.4985     2.54e-09  |     0.3604     3.49e-09  |     0.2522     4.40e-09  |     0.1381     6.21e-09  |  
  601     1.8469     8.01e-11  |     1.6063     1.55e-10  |     1.3656     2.72e-10  |     1.1250     4.94e-10  |     0.9445     8.27e-10  |     0.7821     1.27e-09  |     0.6377     1.81e-09  |     0.4993     2.43e-09  |     0.3610     3.50e-09  |     0.2527     4.63e-09  |     0.1384     6.41e-09  |  
  602     1.8500     8.31e-11  |     1.6090     1.66e-10  |     1.3679     2.95e-10  |     1.1269     5.07e-10  |     0.9461     7.63e-10  |     0.7834     1.31e-09  |     0.6388     1.77e-09  |     0.5002     2.61e-09  |     0.3616     3.69e-09  |     0.2531     4.47e-09  |     0.1386     6.48e-09  |  
  603     1.8531     8.00e-11  |     1.6116     1.56e-10  |     1.3702     2.76e-10  |     1.1287     5.06e-10  |     0.9477     8.04e-10  |     0.7847     1.22e-09  |     0.6398     1.89e-09  |     0.5010     2.54e-09  |     0.3622     3.55e-09  |     0.2535     4.62e-09  |     0.1388     6.26e-09  |  
  604     1.8561     8.72e-11  |     1.6143     1.58e-10  |     1.3724     3.00e-10  |     1.1306     5.20e-10  |     0.9492     7.70e-10  |     0.7860     1.21e-09  |     0.6409     1.80e-09  |     0.5018     2.57e-09  |     0.3628     3.78e-09  |     0.2539     4.73e-09  |     0.1391     6.30e-09  |  
  605     1.8592     8.25e-11  |     1.6170     1.56e-10  |     1.3747     2.87e-10  |     1.1325     5.15e-10  |     0.9508     8.38e-10  |     0.7873     1.18e-09  |     0.6419     1.84e-09  |     0.5027     2.57e-09  |     0.3634     3.63e-09  |     0.2544     4.59e-09  |     0.1393     6.51e-09  |  
  606     1.8623     7.86e-11  |     1.6196     1.53e-10  |     1.3770     2.91e-10  |     1.1343     4.80e-10  |     0.9524     8.47e-10  |     0.7886     1.27e-09  |     0.6430     1.74e-09  |     0.5035     2.48e-09  |     0.3640     3.69e-09  |     0.2548     4.55e-09  |     0.1395     5.93e-09  |  
  607     1.8654     7.87e-11  |     1.6223     1.55e-10  |     1.3793     2.80e-10  |     1.1362     5.38e-10  |     0.9539     7.99e-10  |     0.7899     1.19e-09  |     0.6441     1.65e-09  |     0.5043     2.49e-09  |     0.3646     3.71e-09  |     0.2552     4.45e-09  |     0.1398     5.92e-09  |  
  608     1.8684     7.89e-11  |     1.6250     1.46e-10  |     1.3815     2.83e-10  |     1.1381     5.16e-10  |     0.9555     7.83e-10  |     0.7912     1.17e-09  |     0.6451     1.84e-09  |     0.5051     2.47e-09  |     0.3652     3.49e-09  |     0.2556     4.56e-09  |     0.1400     6.01e-09  |  
  609     1.8715     7.81e-11  |     1.6277     1.58e-10  |     1.3838     2.75e-10  |     1.1400     4.94e-10  |     0.9571     7.88e-10  |     0.7925     1.23e-09  |     0.6462     1.72e-09  |     0.5060     2.47e-09  |     0.3658     3.50e-09  |     0.2560     4.84e-09  |     0.1402     6.21e-09  |  
  610     1.8746     7.95e-11  |     1.6303     1.57e-10  |     1.3861     2.81e-10  |     1.1418     5.05e-10  |     0.9587     7.91e-10  |     0.7938     1.24e-09  |     0.6472     1.79e-09  |     0.5068     2.56e-09  |     0.3664     3.49e-09  |     0.2565     4.63e-09  |     0.1404     6.22e-09  |  
  611     1.8777     8.38e-11  |     1.6330     1.56e-10  |     1.3884     2.73e-10  |     1.1437     4.80e-10  |     0.9602     7.87e-10  |     0.7951     1.25e-09  |     0.6483     1.69e-09  |     0.5076     2.45e-09  |     0.3670     3.30e-09  |     0.2569     4.59e-09  |     0.1407     6.05e-09  |  
  612     1.8807     7.70e-11  |     1.6357     1.47e-10  |     1.3906     2.86e-10  |     1.1456     4.95e-10  |     0.9618     7.83e-10  |     0.7964     1.26e-09  |     0.6494     1.70e-09  |     0.5085     2.37e-09  |     0.3676     3.44e-09  |     0.2573     4.55e-09  |     0.1409     6.16e-09  |  
  613     1.8838     8.06e-11  |     1.6383     1.47e-10  |     1.3929     2.85e-10  |     1.1475     4.93e-10  |     0.9634     8.20e-10  |     0.7977     1.19e-09  |     0.6504     1.70e-09  |     0.5093     2.48e-09  |     0.3682     3.64e-09  |     0.2577     4.61e-09  |     0.1411     6.05e-09  |  
  614     1.8869     7.72e-11  |     1.6410     1.58e-10  |     1.3952     2.76e-10  |     1.1493     4.87e-10  |     0.9649     8.29e-10  |     0.7990     1.24e-09  |     0.6515     1.68e-09  |     0.5101     2.41e-09  |     0.3688     3.58e-09  |     0.2581     4.49e-09  |     0.1414     5.93e-09  |  
  615     1.8899     7.63e-11  |     1.6437     1.52e-10  |     1.3975     2.65e-10  |     1.1512     4.97e-10  |     0.9665     7.87e-10  |     0.8003     1.20e-09  |     0.6525     1.78e-09  |     0.5110     2.58e-09  |     0.3694     3.51e-09  |     0.2586     4.43e-09  |     0.1416     5.96e-09  |  
  616     1.8930     7.83e-11  |     1.6464     1.44e-10  |     1.3997     2.78e-10  |     1.1531     4.64e-10  |     0.9681     7.35e-10  |     0.8016     1.19e-09  |     0.6536     1.70e-09  |     0.5118     2.42e-09  |     0.3700     3.56e-09  |     0.2590     4.37e-09  |     0.1418     6.02e-09  |  
  617     1.8961     7.95e-11  |     1.6490     1.53e-10  |     1.4020     2.77e-10  |     1.1549     4.97e-10  |     0.9697     8.22e-10  |     0.8029     1.17e-09  |     0.6547     1.65e-09  |     0.5126     2.46e-09  |     0.3706     3.59e-09  |     0.2594     4.44e-09  |     0.1421     5.75e-09  |  
  618     1.8992     7.72e-11  |     1.6517     1.55e-10  |     1.4043     2.86e-10  |     1.1568     5.09e-10  |     0.9712     7.62e-10  |     0.8042     1.13e-09  |     0.6557     1.78e-09  |     0.5134     2.63e-09  |     0.3712     3.43e-09  |     0.2598     4.40e-09  |     0.1423     5.99e-09  |  
  619     1.9022     8.05e-11  |     1.6544     1.53e-10  |     1.4065     2.64e-10  |     1.1587     4.63e-10  |     0.9728     7.83e-10  |     0.8055     1.20e-09  |     0.6568     1.89e-09  |     0.5143     2.44e-09  |     0.3718     3.68e-09  |     0.2602     4.56e-09  |     0.1425     5.95e-09  |  
  620     1.9053     8.30e-11  |     1.6571     1.46e-10  |     1.4088     2.84e-10  |     1.1606     4.82e-10  |     0.9744     8.01e-10  |     0.8068     1.15e-09  |     0.6579     1.68e-09  |     0.5151     2.30e-09  |     0.3724     3.44e-09  |     0.2607     4.52e-09  |     0.1427     5.87e-09  |  
  621     1.9084     8.02e-11  |     1.6597     1.57e-10  |     1.4111     2.65e-10  |     1.1624     4.78e-10  |     0.9759     7.65e-10  |     0.8081     1.20e-09  |     0.6589     1.75e-09  |     0.5160     2.45e-09  |     0.3730     3.63e-09  |     0.2611     4.39e-09  |     0.1430     5.93e-09  |  
  622     1.9115     7.90e-11  |     1.6624     1.39e-10  |     1.4134     2.85e-10  |     1.1643     4.86e-10  |     0.9775     7.80e-10  |     0.8094     1.15e-09  |     0.6600     1.83e-09  |     0.5168     2.38e-09  |     0.3736     3.48e-09  |     0.2615     4.34e-09  |     0.1432     5.88e-09  |  
  623     1.9145     8.11e-11  |     1.6651     1.44e-10  |     1.4156     2.69e-10  |     1.1662     4.81e-10  |     0.9791     7.39e-10  |     0.8107     1.19e-09  |     0.6610     1.73e-09  |     0.5176     2.36e-09  |     0.3742     3.26e-09  |     0.2619     4.39e-09  |     0.1434     5.95e-09  |  
  624     1.9176     7.59e-11  |     1.6678     1.42e-10  |     1.4179     2.88e-10  |     1.1681     4.90e-10  |     0.9807     7.43e-10  |     0.8120     1.14e-09  |     0.6621     1.69e-09  |     0.5184     2.30e-09  |     0.3748     3.53e-09  |     0.2623     4.34e-09  |     0.1437     6.12e-09  |  
  625     1.9207     7.84e-11  |     1.6704     1.44e-10  |     1.4202     2.74e-10  |     1.1699     4.72e-10  |     0.9822     7.70e-10  |     0.8133     1.12e-09  |     0.6632     1.65e-09  |     0.5193     2.44e-09  |     0.3754     3.42e-09  |     0.2628     4.26e-09  |     0.1439     5.67e-09  |  
  626     1.9237     7.51e-11  |     1.6731     1.46e-10  |     1.4224     2.62e-10  |     1.1718     4.83e-10  |     0.9838     7.51e-10  |     0.8146     1.22e-09  |     0.6642     1.70e-09  |     0.5201     2.45e-09  |     0.3760     3.30e-09  |     0.2632     4.53e-09  |     0.1441     5.63e-09  |  
  627     1.9268     7.40e-11  |     1.6758     1.43e-10  |     1.4247     2.78e-10  |     1.1737     4.93e-10  |     0.9854     7.41e-10  |     0.8159     1.14e-09  |     0.6653     1.70e-09  |     0.5209     2.31e-09  |     0.3766     3.25e-09  |     0.2636     4.26e-09  |     0.1444     6.11e-09  |  
  628     1.9299     7.48e-11  |     1.6784     1.45e-10  |     1.4270     2.79e-10  |     1.1755     4.72e-10  |     0.9869     7.60e-10  |     0.8172     1.21e-09  |     0.6663     1.64e-09  |     0.5218     2.37e-09  |     0.3772     3.23e-09  |     0.2640     4.20e-09  |     0.1446     5.76e-09  |  
  629     1.9330     7.73e-11  |     1.6811     1.53e-10  |     1.4293     2.61e-10  |     1.1774     4.51e-10  |     0.9885     7.76e-10  |     0.8185     1.18e-09  |     0.6674     1.73e-09  |     0.5226     2.40e-09  |     0.3778     3.26e-09  |     0.2644     4.22e-09  |     0.1448     5.94e-09  |  
  630     1.9360     7.79e-11  |     1.6838     1.47e-10  |     1.4315     2.75e-10  |     1.1793     4.37e-10  |     0.9901     7.40e-10  |     0.8198     1.17e-09  |     0.6685     1.75e-09  |     0.5234     2.38e-09  |     0.3784     3.34e-09  |     0.2649     4.38e-09  |     0.1451     5.59e-09  |  
  631     1.9391     7.48e-11  |     1.6865     1.45e-10  |     1.4338     2.72e-10  |     1.1811     4.98e-10  |     0.9917     7.42e-10  |     0.8211     1.18e-09  |     0.6695     1.62e-09  |     0.5242     2.34e-09  |     0.3790     3.54e-09  |     0.2653     4.19e-09  |     0.1453     6.05e-09  |  
  632     1.9422     7.76e-11  |     1.6891     1.44e-10  |     1.4361     2.61e-10  |     1.1830     4.75e-10  |     0.9932     8.14e-10  |     0.8224     1.19e-09  |     0.6706     1.59e-09  |     0.5251     2.34e-09  |     0.3796     3.35e-09  |     0.2657     4.17e-09  |     0.1455     5.72e-09  |  
  633     1.9453     6.89e-11  |     1.6918     1.42e-10  |     1.4384     2.69e-10  |     1.1849     4.66e-10  |     0.9948     7.58e-10  |     0.8237     1.14e-09  |     0.6716     1.69e-09  |     0.5259     2.27e-09  |     0.3802     3.38e-09  |     0.2661     4.12e-09  |     0.1457     5.60e-09  |  
  634     1.9483     7.47e-11  |     1.6945     1.43e-10  |     1.4406     2.65e-10  |     1.1868     4.68e-10  |     0.9964     7.68e-10  |     0.8250     1.20e-09  |     0.6727     1.64e-09  |     0.5268     2.27e-09  |     0.3808     3.29e-09  |     0.2666     4.30e-09  |     0.1460     5.85e-09  |  
  635     1.9514     7.65e-11  |     1.6971     1.51e-10  |     1.4429     2.64e-10  |     1.1886     4.56e-10  |     0.9980     7.76e-10  |     0.8263     1.12e-09  |     0.6738     1.56e-09  |     0.5276     2.42e-09  |     0.3814     3.24e-09  |     0.2670     4.24e-09  |     0.1462     6.16e-09  |  
  636     1.9545     7.55e-11  |     1.6998     1.52e-10  |     1.4452     2.59e-10  |     1.1905     4.87e-10  |     0.9995     7.40e-10  |     0.8276     1.16e-09  |     0.6748     1.57e-09  |     0.5284     2.38e-09  |     0.3820     3.40e-09  |     0.2674     4.05e-09  |     0.1464     5.74e-09  |  
  637     1.9575     7.35e-11  |     1.7025     1.54e-10  |     1.4474     2.61e-10  |     1.1924     4.80e-10  |     1.0011     7.33e-10  |     0.8289     1.12e-09  |     0.6759     1.70e-09  |     0.5292     2.38e-09  |     0.3826     3.42e-09  |     0.2678     4.47e-09  |     0.1467     5.85e-09  |  
  638     1.9606     6.87e-11  |     1.7052     1.41e-10  |     1.4497     2.65e-10  |     1.1943     4.93e-10  |     1.0027     7.31e-10  |     0.8302     1.08e-09  |     0.6770     1.67e-09  |     0.5301     2.30e-09  |     0.3832     3.31e-09  |     0.2682     4.20e-09  |     0.1469     5.78e-09  |  
  639     1.9637     7.44e-11  |     1.7078     1.38e-10  |     1.4520     2.73e-10  |     1.1961     4.68e-10  |     1.0042     7.64e-10  |     0.8315     1.14e-09  |     0.6780     1.68e-09  |     0.5309     2.37e-09  |     0.3838     3.37e-09  |     0.2686     4.18e-09  |     0.1471     5.55e-09  |  
