  idx        ==1700A==         |        ==1800A==         |        ==1900A==         |        ==2000A==         |        ==2100A==         |        ==2200A==         |        ==2300A==         |        ==2400A==         |        ==2500A==         |        ==2600A==         |        ==2700A==         |  
          Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |  
-----  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  
  640     1.9668     7.68e-11  |     1.7105     1.38e-10  |     1.4543     2.51e-10  |     1.1980     4.68e-10  |     1.0058     7.29e-10  |     0.8328     1.15e-09  |     0.6791     1.69e-09  |     0.5317     2.21e-09  |     0.3844     3.43e-09  |     0.2691     4.29e-09  |     0.1474     5.49e-09  |  
  641     1.9698     7.41e-11  |     1.7132     1.43e-10  |     1.4565     2.59e-10  |     1.1999     4.33e-10  |     1.0074     7.34e-10  |     0.8341     1.08e-09  |     0.6801     1.61e-09  |     0.5326     2.38e-09  |     0.3850     3.26e-09  |     0.2695     4.17e-09  |     0.1476     5.81e-09  |  
  642     1.9729     7.09e-11  |     1.7159     1.42e-10  |     1.4588     2.74e-10  |     1.2017     4.47e-10  |     1.0090     7.19e-10  |     0.8354     1.17e-09  |     0.6812     1.62e-09  |     0.5334     2.27e-09  |     0.3856     3.29e-09  |     0.2699     4.39e-09  |     0.1478     5.58e-09  |  
  643     1.9760     7.57e-11  |     1.7185     1.36e-10  |     1.4611     2.60e-10  |     1.2036     4.55e-10  |     1.0105     7.41e-10  |     0.8367     1.17e-09  |     0.6823     1.68e-09  |     0.5342     2.32e-09  |     0.3862     3.12e-09  |     0.2703     4.12e-09  |     0.1480     5.70e-09  |  
  644     1.9791     7.36e-11  |     1.7212     1.38e-10  |     1.4633     2.53e-10  |     1.2055     4.53e-10  |     1.0121     7.05e-10  |     0.8380     1.09e-09  |     0.6833     1.64e-09  |     0.5351     2.16e-09  |     0.3868     3.36e-09  |     0.2707     4.18e-09  |     0.1483     5.63e-09  |  
  645     1.9821     7.43e-11  |     1.7239     1.33e-10  |     1.4656     2.68e-10  |     1.2074     4.62e-10  |     1.0137     7.37e-10  |     0.8393     1.06e-09  |     0.6844     1.60e-09  |     0.5359     2.35e-09  |     0.3874     3.37e-09  |     0.2712     4.23e-09  |     0.1485     5.62e-09  |  
  646     1.9852     6.95e-11  |     1.7266     1.33e-10  |     1.4679     2.72e-10  |     1.2092     4.45e-10  |     1.0152     7.14e-10  |     0.8406     1.14e-09  |     0.6855     1.56e-09  |     0.5367     2.14e-09  |     0.3880     3.11e-09  |     0.2716     4.22e-09  |     0.1487     5.62e-09  |  
  647     1.9883     7.42e-11  |     1.7292     1.35e-10  |     1.4702     2.59e-10  |     1.2111     4.44e-10  |     1.0168     6.77e-10  |     0.8419     1.13e-09  |     0.6865     1.52e-09  |     0.5375     2.21e-09  |     0.3886     3.31e-09  |     0.2720     4.11e-09  |     0.1490     5.71e-09  |  
  648     1.9913     7.66e-11  |     1.7319     1.32e-10  |     1.4724     2.52e-10  |     1.2130     4.57e-10  |     1.0184     7.01e-10  |     0.8432     1.16e-09  |     0.6876     1.54e-09  |     0.5384     2.29e-09  |     0.3892     3.18e-09  |     0.2724     4.33e-09  |     0.1492     5.39e-09  |  
  649     1.9944     7.05e-11  |     1.7346     1.38e-10  |     1.4747     2.46e-10  |     1.2148     4.71e-10  |     1.0199     7.42e-10  |     0.8445     1.06e-09  |     0.6886     1.63e-09  |     0.5392     2.15e-09  |     0.3898     2.99e-09  |     0.2728     3.95e-09  |     0.1494     5.55e-09  |  
  650     1.9975     7.20e-11  |     1.7372     1.35e-10  |     1.4770     2.60e-10  |     1.2167     4.55e-10  |     1.0215     7.12e-10  |     0.8458     1.10e-09  |     0.6897     1.64e-09  |     0.5400     2.30e-09  |     0.3904     3.14e-09  |     0.2733     4.24e-09  |     0.1497     5.35e-09  |  
  651     2.0006     6.82e-11  |     1.7399     1.43e-10  |     1.4792     2.47e-10  |     1.2186     4.35e-10  |     1.0231     6.94e-10  |     0.8471     1.06e-09  |     0.6907     1.56e-09  |     0.5409     2.24e-09  |     0.3910     3.26e-09  |     0.2737     4.14e-09  |     0.1499     5.50e-09  |  
  652     2.0036     7.15e-11  |     1.7426     1.37e-10  |     1.4815     2.58e-10  |     1.2205     4.51e-10  |     1.0247     6.91e-10  |     0.8485     1.11e-09  |     0.6918     1.61e-09  |     0.5417     2.25e-09  |     0.3916     3.38e-09  |     0.2741     4.37e-09  |     0.1501     5.50e-09  |  
  653     2.0067     7.04e-11  |     1.7453     1.32e-10  |     1.4838     2.41e-10  |     1.2223     4.41e-10  |     1.0262     6.61e-10  |     0.8498     1.11e-09  |     0.6929     1.52e-09  |     0.5425     2.33e-09  |     0.3922     3.20e-09  |     0.2745     4.20e-09  |     0.1503     5.50e-09  |  
  654     2.0098     7.11e-11  |     1.7479     1.38e-10  |     1.4861     2.44e-10  |     1.2242     4.72e-10  |     1.0278     7.18e-10  |     0.8510     1.11e-09  |     0.6939     1.52e-09  |     0.5434     2.24e-09  |     0.3928     3.22e-09  |     0.2750     3.87e-09  |     0.1506     5.07e-09  |  
  655     2.0129     7.08e-11  |     1.7506     1.27e-10  |     1.4883     2.43e-10  |     1.2261     4.42e-10  |     1.0294     7.12e-10  |     0.8524     1.08e-09  |     0.6950     1.55e-09  |     0.5442     2.07e-09  |     0.3934     3.13e-09  |     0.2754     4.13e-09  |     0.1508     5.55e-09  |  
  656     2.0159     7.10e-11  |     1.7533     1.40e-10  |     1.4906     2.50e-10  |     1.2280     4.50e-10  |     1.0310     7.59e-10  |     0.8537     1.08e-09  |     0.6961     1.57e-09  |     0.5450     2.15e-09  |     0.3940     3.23e-09  |     0.2758     3.82e-09  |     0.1510     5.75e-09  |  
  657     2.0190     6.91e-11  |     1.7559     1.32e-10  |     1.4929     2.28e-10  |     1.2298     4.41e-10  |     1.0325     7.15e-10  |     0.8549     1.08e-09  |     0.6971     1.54e-09  |     0.5459     2.21e-09  |     0.3946     3.04e-09  |     0.2762     3.95e-09  |     0.1513     5.17e-09  |  
  658     2.0221     6.97e-11  |     1.7586     1.36e-10  |     1.4952     2.51e-10  |     1.2317     4.31e-10  |     1.0341     7.31e-10  |     0.8563     1.14e-09  |     0.6982     1.58e-09  |     0.5467     2.30e-09  |     0.3952     3.24e-09  |     0.2766     3.96e-09  |     0.1515     5.53e-09  |  
  659     2.0252     6.82e-11  |     1.7613     1.29e-10  |     1.4974     2.41e-10  |     1.2336     4.69e-10  |     1.0357     6.96e-10  |     0.8576     1.06e-09  |     0.6992     1.56e-09  |     0.5475     2.19e-09  |     0.3958     2.93e-09  |     0.2771     3.84e-09  |     0.1517     5.44e-09  |  
  660     2.0282     6.62e-11  |     1.7640     1.29e-10  |     1.4997     2.58e-10  |     1.2354     4.51e-10  |     1.0372     6.83e-10  |     0.8589     1.07e-09  |     0.7003     1.57e-09  |     0.5484     2.21e-09  |     0.3964     3.17e-09  |     0.2775     3.83e-09  |     0.1520     5.57e-09  |  
  661     2.0313     6.93e-11  |     1.7666     1.29e-10  |     1.5020     2.34e-10  |     1.2373     4.43e-10  |     1.0388     6.91e-10  |     0.8602     1.06e-09  |     0.7014     1.49e-09  |     0.5492     2.12e-09  |     0.3970     3.21e-09  |     0.2779     4.01e-09  |     0.1522     5.24e-09  |  
  662     2.0344     6.63e-11  |     1.7693     1.35e-10  |     1.5042     2.47e-10  |     1.2392     4.44e-10  |     1.0404     6.34e-10  |     0.8615     1.05e-09  |     0.7024     1.54e-09  |     0.5500     2.13e-09  |     0.3976     3.02e-09  |     0.2783     3.87e-09  |     0.1524     5.28e-09  |  
  663     2.0375     7.14e-11  |     1.7720     1.25e-10  |     1.5065     2.44e-10  |     1.2410     4.40e-10  |     1.0419     6.86e-10  |     0.8628     1.07e-09  |     0.7035     1.46e-09  |     0.5508     2.16e-09  |     0.3982     3.14e-09  |     0.2787     3.87e-09  |     0.1526     5.60e-09  |  
  664     2.0405     7.34e-11  |     1.7747     1.33e-10  |     1.5088     2.46e-10  |     1.2429     4.41e-10  |     1.0435     6.78e-10  |     0.8641     1.02e-09  |     0.7045     1.56e-09  |     0.5517     2.16e-09  |     0.3988     3.29e-09  |     0.2792     3.93e-09  |     0.1529     5.18e-09  |  
  665     2.0436     7.13e-11  |     1.7773     1.32e-10  |     1.5111     2.36e-10  |     1.2448     4.37e-10  |     1.0451     7.03e-10  |     0.8654     1.13e-09  |     0.7056     1.55e-09  |     0.5525     2.14e-09  |     0.3994     3.14e-09  |     0.2796     3.80e-09  |     0.1531     5.32e-09  |  
  666     2.0467     6.71e-11  |     1.7800     1.33e-10  |     1.5133     2.45e-10  |     1.2467     4.28e-10  |     1.0467     6.63e-10  |     0.8667     1.08e-09  |     0.7067     1.54e-09  |     0.5533     2.19e-09  |     0.4000     2.99e-09  |     0.2800     4.01e-09  |     0.1533     5.50e-09  |  
  667     2.0497     7.03e-11  |     1.7827     1.27e-10  |     1.5156     2.38e-10  |     1.2485     4.26e-10  |     1.0482     7.08e-10  |     0.8680     1.03e-09  |     0.7077     1.53e-09  |     0.5542     2.15e-09  |     0.4006     3.06e-09  |     0.2804     3.85e-09  |     0.1536     5.05e-09  |  
  668     2.0528     6.48e-11  |     1.7853     1.34e-10  |     1.5179     2.32e-10  |     1.2504     4.48e-10  |     1.0498     6.96e-10  |     0.8693     1.03e-09  |     0.7088     1.56e-09  |     0.5550     2.02e-09  |     0.4012     3.15e-09  |     0.2808     3.85e-09  |     0.1538     5.05e-09  |  
  669     2.0559     7.12e-11  |     1.7880     1.28e-10  |     1.5201     2.35e-10  |     1.2523     4.13e-10  |     1.0514     7.35e-10  |     0.8706     1.05e-09  |     0.7098     1.52e-09  |     0.5558     2.10e-09  |     0.4018     3.14e-09  |     0.2813     3.74e-09  |     0.1540     4.93e-09  |  
  670     2.0590     6.59e-11  |     1.7907     1.36e-10  |     1.5224     2.23e-10  |     1.2542     4.12e-10  |     1.0530     6.57e-10  |     0.8719     1.03e-09  |     0.7109     1.43e-09  |     0.5567     2.12e-09  |     0.4024     3.25e-09  |     0.2817     3.76e-09  |     0.1542     5.15e-09  |  
  671     2.0620     6.52e-11  |     1.7934     1.32e-10  |     1.5247     2.29e-10  |     1.2560     4.18e-10  |     1.0545     6.96e-10  |     0.8732     1.00e-09  |     0.7120     1.53e-09  |     0.5575     2.10e-09  |     0.4030     2.91e-09  |     0.2821     3.68e-09  |     0.1545     5.12e-09  |  
  672     2.0651     6.67e-11  |     1.7960     1.36e-10  |     1.5270     2.42e-10  |     1.2579     4.17e-10  |     1.0561     6.53e-10  |     0.8745     1.03e-09  |     0.7130     1.53e-09  |     0.5583     2.18e-09  |     0.4036     3.01e-09  |     0.2825     3.89e-09  |     0.1547     5.40e-09  |  
  673     2.0682     6.89e-11  |     1.7987     1.29e-10  |     1.5292     2.21e-10  |     1.2598     4.33e-10  |     1.0577     7.09e-10  |     0.8758     9.97e-10  |     0.7141     1.43e-09  |     0.5592     2.14e-09  |     0.4042     2.99e-09  |     0.2829     3.73e-09  |     0.1549     5.08e-09  |  
  674     2.0713     6.75e-11  |     1.8014     1.26e-10  |     1.5315     2.38e-10  |     1.2616     4.15e-10  |     1.0592     6.59e-10  |     0.8771     1.05e-09  |     0.7152     1.49e-09  |     0.5600     2.13e-09  |     0.4048     2.92e-09  |     0.2834     3.86e-09  |     0.1552     5.19e-09  |  
  675     2.0743     6.81e-11  |     1.8040     1.23e-10  |     1.5338     2.32e-10  |     1.2635     4.05e-10  |     1.0608     6.67e-10  |     0.8784     1.04e-09  |     0.7162     1.47e-09  |     0.5608     2.09e-09  |     0.4054     2.99e-09  |     0.2838     3.65e-09  |     0.1554     5.18e-09  |  
  676     2.0774     6.62e-11  |     1.8067     1.23e-10  |     1.5361     2.29e-10  |     1.2654     4.31e-10  |     1.0624     7.12e-10  |     0.8797     9.96e-10  |     0.7173     1.50e-09  |     0.5616     2.08e-09  |     0.4060     3.04e-09  |     0.2842     3.80e-09  |     0.1556     4.84e-09  |  
  677     2.0805     6.32e-11  |     1.8094     1.22e-10  |     1.5383     2.22e-10  |     1.2673     3.95e-10  |     1.0639     6.51e-10  |     0.8810     1.02e-09  |     0.7183     1.51e-09  |     0.5625     2.02e-09  |     0.4066     3.04e-09  |     0.2846     3.97e-09  |     0.1559     5.22e-09  |  
  678     2.0835     6.72e-11  |     1.8121     1.23e-10  |     1.5406     2.26e-10  |     1.2691     4.35e-10  |     1.0655     6.91e-10  |     0.8823     1.08e-09  |     0.7194     1.41e-09  |     0.5633     2.07e-09  |     0.4072     2.80e-09  |     0.2851     3.55e-09  |     0.1561     5.24e-09  |  
  679     2.0866     6.29e-11  |     1.8147     1.17e-10  |     1.5429     2.28e-10  |     1.2710     4.34e-10  |     1.0671     7.16e-10  |     0.8836     9.98e-10  |     0.7205     1.39e-09  |     0.5641     2.01e-09  |     0.4078     3.06e-09  |     0.2855     3.55e-09  |     0.1563     5.11e-09  |  
  680     2.0897     6.80e-11  |     1.8174     1.29e-10  |     1.5452     2.47e-10  |     1.2729     4.02e-10  |     1.0687     6.52e-10  |     0.8849     1.03e-09  |     0.7215     1.48e-09  |     0.5650     2.09e-09  |     0.4084     2.94e-09  |     0.2859     3.65e-09  |     0.1566     5.23e-09  |  
  681     2.0928     6.53e-11  |     1.8201     1.22e-10  |     1.5474     2.31e-10  |     1.2747     4.04e-10  |     1.0702     6.70e-10  |     0.8862     9.38e-10  |     0.7226     1.47e-09  |     0.5658     2.18e-09  |     0.4090     2.90e-09  |     0.2863     3.60e-09  |     0.1568     5.12e-09  |  
  682     2.0958     6.22e-11  |     1.8228     1.23e-10  |     1.5497     2.16e-10  |     1.2766     4.02e-10  |     1.0718     6.47e-10  |     0.8875     1.00e-09  |     0.7236     1.40e-09  |     0.5666     2.02e-09  |     0.4096     3.05e-09  |     0.2867     3.63e-09  |     0.1570     4.98e-09  |  
  683     2.0989     6.86e-11  |     1.8254     1.28e-10  |     1.5520     2.31e-10  |     1.2785     4.06e-10  |     1.0734     6.59e-10  |     0.8888     9.44e-10  |     0.7247     1.40e-09  |     0.5675     2.02e-09  |     0.4102     2.85e-09  |     0.2872     3.45e-09  |     0.1573     5.17e-09  |  
  684     2.1020     6.36e-11  |     1.8281     1.17e-10  |     1.5542     2.39e-10  |     1.2804     3.96e-10  |     1.0750     6.19e-10  |     0.8901     9.66e-10  |     0.7258     1.43e-09  |     0.5683     2.12e-09  |     0.4108     3.10e-09  |     0.2876     3.81e-09  |     0.1575     5.12e-09  |  
  685     2.1051     6.13e-11  |     1.8308     1.27e-10  |     1.5565     2.25e-10  |     1.2822     4.22e-10  |     1.0765     6.38e-10  |     0.8914     9.51e-10  |     0.7268     1.43e-09  |     0.5691     1.88e-09  |     0.4114     3.04e-09  |     0.2880     3.72e-09  |     0.1577     5.03e-09  |  
  686     2.1081     6.06e-11  |     1.8335     1.19e-10  |     1.5588     2.21e-10  |     1.2841     4.04e-10  |     1.0781     6.31e-10  |     0.8927     9.41e-10  |     0.7279     1.45e-09  |     0.5699     2.06e-09  |     0.4120     2.73e-09  |     0.2884     3.70e-09  |     0.1579     4.88e-09  |  
  687     2.1112     6.44e-11  |     1.8361     1.13e-10  |     1.5611     2.28e-10  |     1.2860     4.00e-10  |     1.0797     6.56e-10  |     0.8940     9.69e-10  |     0.7289     1.43e-09  |     0.5708     1.95e-09  |     0.4126     2.90e-09  |     0.2888     3.46e-09  |     0.1582     4.97e-09  |  
  688     2.1143     5.90e-11  |     1.8388     1.23e-10  |     1.5633     2.35e-10  |     1.2878     4.12e-10  |     1.0812     6.54e-10  |     0.8953     1.02e-09  |     0.7300     1.41e-09  |     0.5716     1.99e-09  |     0.4132     2.85e-09  |     0.2893     3.60e-09  |     0.1584     4.94e-09  |  
  689     2.1174     6.09e-11  |     1.8415     1.27e-10  |     1.5656     2.30e-10  |     1.2897     3.94e-10  |     1.0828     6.22e-10  |     0.8966     1.02e-09  |     0.7311     1.40e-09  |     0.5724     1.87e-09  |     0.4138     2.89e-09  |     0.2897     3.71e-09  |     0.1586     4.89e-09  |  
  690     2.1204     6.23e-11  |     1.8441     1.17e-10  |     1.5679     2.08e-10  |     1.2916     4.04e-10  |     1.0844     6.01e-10  |     0.8979     9.76e-10  |     0.7321     1.40e-09  |     0.5733     1.94e-09  |     0.4144     3.03e-09  |     0.2901     3.52e-09  |     0.1589     4.93e-09  |  
  691     2.1235     5.80e-11  |     1.8468     1.15e-10  |     1.5701     2.22e-10  |     1.2935     3.72e-10  |     1.0860     6.36e-10  |     0.8992     9.75e-10  |     0.7332     1.34e-09  |     0.5741     1.97e-09  |     0.4150     3.08e-09  |     0.2905     3.51e-09  |     0.1591     4.89e-09  |  
  692     2.1266     6.15e-11  |     1.8495     1.09e-10  |     1.5724     2.11e-10  |     1.2953     4.04e-10  |     1.0875     6.33e-10  |     0.9005     9.57e-10  |     0.7342     1.37e-09  |     0.5749     1.88e-09  |     0.4156     2.95e-09  |     0.2909     3.43e-09  |     0.1593     4.66e-09  |  
  693     2.1296     6.11e-11  |     1.8522     1.24e-10  |     1.5747     2.05e-10  |     1.2972     3.90e-10  |     1.0891     6.45e-10  |     0.9018     1.03e-09  |     0.7353     1.39e-09  |     0.5758     1.94e-09  |     0.4162     2.92e-09  |     0.2913     3.37e-09  |     0.1595     4.90e-09  |  
  694     2.1327     5.72e-11  |     1.8548     1.16e-10  |     1.5770     2.21e-10  |     1.2991     3.88e-10  |     1.0907     6.24e-10  |     0.9031     1.03e-09  |     0.7364     1.35e-09  |     0.5766     1.99e-09  |     0.4168     2.77e-09  |     0.2918     3.62e-09  |     0.1598     4.76e-09  |  
  695     2.1358     6.35e-11  |     1.8575     1.20e-10  |     1.5792     2.23e-10  |     1.3010     3.78e-10  |     1.0922     6.06e-10  |     0.9044     9.80e-10  |     0.7374     1.28e-09  |     0.5774     1.98e-09  |     0.4174     2.76e-09  |     0.2922     3.52e-09  |     0.1600     5.01e-09  |  
  696     2.1389     6.32e-11  |     1.8602     1.24e-10  |     1.5815     2.05e-10  |     1.3028     3.93e-10  |     1.0938     6.46e-10  |     0.9057     9.67e-10  |     0.7385     1.41e-09  |     0.5783     1.91e-09  |     0.4180     2.90e-09  |     0.2926     3.33e-09  |     0.1602     5.03e-09  |  
  697     2.1419     5.87e-11  |     1.8628     1.20e-10  |     1.5838     2.23e-10  |     1.3047     3.75e-10  |     1.0954     6.11e-10  |     0.9070     9.93e-10  |     0.7396     1.36e-09  |     0.5791     1.95e-09  |     0.4186     2.76e-09  |     0.2930     3.45e-09  |     0.1605     4.64e-09  |  
  698     2.1450     6.50e-11  |     1.8655     1.19e-10  |     1.5860     2.13e-10  |     1.3066     3.90e-10  |     1.0970     6.36e-10  |     0.9083     9.49e-10  |     0.7406     1.45e-09  |     0.5799     1.94e-09  |     0.4192     2.76e-09  |     0.2934     3.43e-09  |     0.1607     4.77e-09  |  
  699     2.1481     5.86e-11  |     1.8682     1.15e-10  |     1.5883     2.14e-10  |     1.3084     3.92e-10  |     1.0985     6.09e-10  |     0.9096     9.08e-10  |     0.7417     1.40e-09  |     0.5807     1.95e-09  |     0.4198     2.80e-09  |     0.2939     3.51e-09  |     0.1609     4.57e-09  |  
  700     2.1511     6.00e-11  |     1.8709     1.19e-10  |     1.5906     2.18e-10  |     1.3103     3.93e-10  |     1.1001     6.15e-10  |     0.9109     9.45e-10  |     0.7427     1.37e-09  |     0.5816     1.95e-09  |     0.4204     2.78e-09  |     0.2943     3.56e-09  |     0.1612     4.82e-09  |  
  701     2.1542     5.74e-11  |     1.8735     1.16e-10  |     1.5929     2.13e-10  |     1.3122     3.69e-10  |     1.1017     6.05e-10  |     0.9122     9.13e-10  |     0.7438     1.32e-09  |     0.5824     2.01e-09  |     0.4210     2.67e-09  |     0.2947     3.43e-09  |     0.1614     4.81e-09  |  
